timestamp," ""logmsg"""," ""tags"""," ""syslog.severity"""," ""syslog.procid"""," ""syslog.priority"""," ""syslog.host"""," ""syslog.facility"""," ""syslog.appName"""," ""logtypes"""," ""http.contentType"""," ""http.clientHost"""," ""derived.status"""," ""derived.service"""," ""derived.load-avg-1m"""
2016-06-17 12:21:53.221 -07:00,"at=info method=GET path=""/m2/com/palantir/degen/epoch/degen-sharded-epoch-client/0.2.9-dev.30+gc54f693.b29/degen-sharded-epoch-client-0.2.9-dev.30+gc54f693.b29.jar"" host=plugins.gradle.org request_id=899bd8c3-c31c-4883-8480-b05d240d7f8f fwd=""206.188.26.40,199.27.128.165"" dyno=web.1 connect=1ms service=1ms status=303 bytes=256",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.163.155.254,303,1,
2016-06-17 12:21:52.685 -07:00,"at=info method=GET path=""/m2/de/isb/rkportal/core/dokablage-client-impl/1.0.4/dokablage-client-impl-1.0.4.jar"" host=plugins.gradle.org request_id=2cb5720b-60ca-41e7-952e-dba954c6e619 fwd=""104.192.142.150,173.245.54.33"" dyno=web.1 connect=2ms service=2ms status=303 bytes=202",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.146.168.123,303,2,
2016-06-17 12:21:52.270 -07:00,"at=info method=GET path=""/m2/com/cerner/system/system-parent-pom/1.0.3/system-parent-pom-1.0.3.jar"" host=plugins.gradle.org request_id=8d1d7b93-417d-4380-85d7-3393afa814b0 fwd=""104.192.142.150,173.245.54.35"" dyno=web.1 connect=0ms service=2ms status=303 bytes=191",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.158.113.198,303,2,
2016-06-17 12:21:51.938 -07:00,"at=info method=GET path=""/m2/com/android/support/support-vector-drawable/23.4.0/support-vector-drawable-23.4.0.jar"" host=plugins.gradle.org request_id=2d73e2da-05e4-4c09-b2f8-949b6f0b7e92 fwd=""204.15.175.66,162.158.147.112"" dyno=web.1 connect=1ms service=2ms status=303 bytes=207",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.92.129.243,303,2,
2016-06-17 12:21:51.122 -07:00,"at=info method=GET path=""/m2/com/commonsware/cwac/merge/1.0.1/merge-1.0.1.jar"" host=plugins.gradle.org request_id=c8079709-c717-4ae2-8fb6-e115f5328317 fwd=""104.192.142.149,173.245.54.54"" dyno=web.1 connect=0ms service=2ms status=303 bytes=170",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.82.40.202,303,2,
2016-06-17 12:21:50.669 -07:00,"at=info method=GET path=""/m2/com/oracle/coherence-common/1.7.0/coherence-common-1.7.0-sources.jar"" host=plugins.gradle.org request_id=6f8aaeb7-e796-4051-8348-2198848fbf18 fwd=""104.192.142.150,173.245.56.76"" dyno=web.1 connect=34ms service=36ms status=303 bytes=190",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,23.20.205.98,303,36,
2016-06-17 12:21:50.541 -07:00,"at=info method=GET path=""/m2/ir/asta/wise/wise-portal-client-api/7.1.0.WS/wise-portal-client-api-7.1.0.WS-sources.jar"" host=plugins.gradle.org request_id=7640c3a7-4085-4335-9581-d3eb9d0196a3 fwd=""104.192.142.150,173.245.54.50"" dyno=web.1 connect=0ms service=2ms status=303 bytes=210",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.80.99.110,303,2,
2016-06-17 12:21:50.305 -07:00,"at=info method=GET path=""/m2/com/android/support/animated-vector-drawable/23.4.0/animated-vector-drawable-23.4.0.jar"" host=plugins.gradle.org request_id=0f5dee1c-4b53-4e3e-bfb3-076eba2aaf92 fwd=""204.15.175.66,162.158.147.99"" dyno=web.1 connect=0ms service=1ms status=303 bytes=209",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.90.186.249,303,1,
2016-06-17 12:21:48.589 -07:00,"at=info method=GET path=""/m2/com/android/databinding/adapters/1.1/adapters-1.1.jar"" host=plugins.gradle.org request_id=e0c5dd96-0dce-4453-bdbd-204180cd0df7 fwd=""204.15.175.66,162.158.146.37"" dyno=web.1 connect=0ms service=1ms status=303 bytes=175",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.159.120.5,303,1,
2016-06-17 12:21:48.202 -07:00,"at=info method=GET path=""/m2/org/apache/ant/ant-parent/1.8.1/ant-parent-1.8.1.jar"" host=plugins.gradle.org request_id=cd8fe7df-38c4-43a2-8041-e66a6c39cb18 fwd=""8.18.111.122,108.162.215.108"" dyno=web.1 connect=0ms service=1ms status=303 bytes=174",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.145.234.255,303,1,
2016-06-17 12:21:47.084 -07:00,"at=info method=GET path=""/m2/org/apache/tomcat/tomcat-jdbc/8.0.32/tomcat-jdbc-8.0.32-xqi.jar"" host=plugins.gradle.org request_id=f0c387a5-1995-4f8f-aafa-3ced54386a80 fwd=""104.192.142.150,173.245.56.73"" dyno=web.1 connect=3ms service=5ms status=303 bytes=185",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.198.25.205,303,5,
2016-06-17 12:21:47.020 -07:00,"at=info method=GET path=""/m2/com/android/databinding/library/1.1/library-1.1.jar"" host=plugins.gradle.org request_id=1cd23228-8981-423b-b6c6-b8f877f205da fwd=""204.15.175.66,162.158.146.44"" dyno=web.1 connect=2ms service=3ms status=303 bytes=173",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.227.58.125,303,3,
2016-06-17 12:21:46.650 -07:00,"at=info method=GET path=""/m2/com/cerner/system/system-parent-pom/1.0.5/system-parent-pom-1.0.5.jar"" host=plugins.gradle.org request_id=c901554e-a02d-484a-bd83-57c6bd08d452 fwd=""104.192.142.150,173.245.54.40"" dyno=web.1 connect=0ms service=2ms status=303 bytes=191",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.211.193.64,303,2,
2016-06-17 12:21:46.118 -07:00,"at=info method=GET path=""/m2/com/palantir/degen/epoch/degen-sharded-epoch-client/0.2.9-dev.30+gc54f693.b29/degen-sharded-epoch-client-0.2.9-dev.30+gc54f693.b29.jar"" host=plugins.gradle.org request_id=caa5fe1b-c6dd-4095-ac25-9e5cbb56dd77 fwd=""52.73.248.99,162.158.76.65"" dyno=web.1 connect=0ms service=2ms status=303 bytes=256",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.162.182.242,303,2,
2016-06-17 12:21:45.244 -07:00,"at=info method=GET path=""/m2/commons-codec/commons-codec/1.6/commons-codec-1.6.jar"" host=plugins.gradle.org request_id=97d693e3-f6ad-4497-8a2a-a709f04d6e33 fwd=""152.237.73.204,172.68.29.86"" dyno=web.1 connect=0ms service=1ms status=303 bytes=175",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.158.113.198,303,1,
2016-06-17 12:21:44.947 -07:00,"at=info method=GET path=""/m2/com/google/android/gms/play-services-location/9.0.2/play-services-location-9.0.2.jar"" host=plugins.gradle.org request_id=286f9b29-03a6-4724-93bb-1ba5044fff4f fwd=""204.15.175.66,162.158.146.120"" dyno=web.1 connect=1ms service=2ms status=303 bytes=206",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.92.129.243,303,2,
2016-06-17 12:21:44.840 -07:00,"at=info method=GET path=""/m2/org/apache/ant/ant-parent/1.8.1/ant-parent-1.8.1.jar"" host=plugins.gradle.org request_id=cba88cb3-e0b4-41fe-bd3c-aa459db45253 fwd=""104.192.142.149,173.245.54.240"" dyno=web.1 connect=0ms service=2ms status=303 bytes=174",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,50.17.93.192,303,2,
2016-06-17 12:21:44.661 -07:00,"at=info method=GET path=""/m2/q1labs/jstl/7.2.8.team-cobra.20160617190434/jstl-7.2.8.team-cobra.20160617190434.jar"" host=plugins.gradle.org request_id=ef3d9cf1-8078-499d-b4c2-690bcce119a3 fwd=""32.97.110.58,172.68.34.244"" dyno=web.1 connect=0ms service=4ms status=303 bytes=206",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.166.122.243,303,4,
2016-06-17 12:21:44.656 -07:00,"at=info method=GET path=""/m2/y/ed/ybpmn/2.1.5/ybpmn-2.1.5-sources.jar"" host=plugins.gradle.org request_id=9733b89d-96b2-449c-96ee-01d86a52e56c fwd=""104.192.142.150,173.245.54.22"" dyno=web.1 connect=0ms service=2ms status=303 bytes=162",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,174.129.89.243,303,2,
2016-06-17 12:21:43.798 -07:00,"at=info method=GET path=""/m2/commons-logging/commons-logging/1.1.3/commons-logging-1.1.3.jar"" host=plugins.gradle.org request_id=f9a9cec3-ce63-4088-938b-dc4ae8ba8699 fwd=""152.237.73.204,172.68.29.17"" dyno=web.1 connect=0ms service=2ms status=303 bytes=185",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,174.129.89.243,303,2,
2016-06-17 12:21:43.181 -07:00,"at=info method=GET path=""/m2/com/google/android/gms/play-services-analytics/9.0.2/play-services-analytics-9.0.2.jar"" host=plugins.gradle.org request_id=4954004c-cb19-4302-8e45-cd3ce3fa686d fwd=""204.15.175.66,162.158.146.75"" dyno=web.1 connect=1ms service=2ms status=303 bytes=208",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.82.40.202,303,2,
2016-06-17 12:21:42.780 -07:00,"at=info method=GET path=""/m2/org/apache/httpcomponents/httpcore/4.3.3/httpcore-4.3.3.jar"" host=plugins.gradle.org request_id=e90feb74-1033-402b-bd9e-4d256e8e2ace fwd=""152.237.73.204,172.68.29.61"" dyno=web.1 connect=1ms service=2ms status=303 bytes=181",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,107.22.70.154,303,2,
2016-06-17 12:21:42.766 -07:00,"at=info method=GET path=""/m2/org/apache/tomcat/tomcat-jdbc/8.0.32/tomcat-jdbc-8.0.32-xpath.jar"" host=plugins.gradle.org request_id=80c84b1f-cd54-4c10-b14c-d46358db6774 fwd=""104.192.142.149,173.245.54.242"" dyno=web.1 connect=0ms service=2ms status=303 bytes=187",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,23.20.205.98,303,2,
2016-06-17 12:21:42.632 -07:00,"at=info method=GET path=""/m2/de/isb/rkportal/core/dokablage-client-api/1.0.4/dokablage-client-api-1.0.4.jar"" host=plugins.gradle.org request_id=4c59c4a5-e7b5-42c2-880e-9ed03a57d640 fwd=""104.192.142.149,173.245.54.240"" dyno=web.1 connect=0ms service=3ms status=303 bytes=200",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.90.186.249,303,3,
2016-06-17 12:21:42.443 -07:00,"at=info method=GET path=""/m2/com/palantir/degen/epoch/degen-epoch-http-client/0.2.9-dev.30+gc54f693.b29/degen-epoch-http-client-0.2.9-dev.30+gc54f693.b29.jar"" host=plugins.gradle.org request_id=2bf85f27-6d91-4e2d-a87a-f3343c256ee3 fwd=""206.188.26.40,199.27.133.31"" dyno=web.1 connect=1ms service=2ms status=303 bytes=250",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.235.12.116,303,2,
2016-06-17 12:21:41.847 -07:00,"at=info method=GET path=""/m2/org/eclipse/jdt/org.eclipse.jdt.annotation/1.1.0/org.eclipse.jdt.annotation-1.1.0.jar"" host=plugins.gradle.org request_id=199c0e96-d86a-4531-8c88-ba7fca9eb429 fwd=""152.237.73.204,172.68.29.71"" dyno=web.1 connect=0ms service=4ms status=303 bytes=207",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,50.16.52.195,303,4,
2016-06-17 12:21:41.206 -07:00,"at=info method=GET path=""/m2/com/google/android/gms/play-services-gcm/9.0.2/play-services-gcm-9.0.2.jar"" host=plugins.gradle.org request_id=bfc195de-bfcb-424e-813a-1179c7a250ed fwd=""204.15.175.66,162.158.146.83"" dyno=web.1 connect=20ms service=21ms status=303 bytes=196",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.146.168.123,303,21,
2016-06-17 12:21:40.789 -07:00,"at=info method=GET path=""/m2/y/ed/yfiles/2.12.5/yfiles-2.12.5-sources.jar"" host=plugins.gradle.org request_id=49ae7216-7925-4670-8967-9a183b9d06d7 fwd=""104.192.142.149,173.245.56.242"" dyno=web.1 connect=0ms service=2ms status=303 bytes=166",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.235.12.116,303,2,
2016-06-17 12:21:40.683 -07:00,"at=info method=GET path=""/m2/org/slf4j/slf4j-api/1.7.2/slf4j-api-1.7.2.jar"" host=plugins.gradle.org request_id=0d0cda37-cc5f-4ebe-8115-ec3b539b85ea fwd=""152.237.73.204,172.68.29.78"" dyno=web.1 connect=1ms service=5ms status=303 bytes=167",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.82.40.202,303,5,
2016-06-17 12:21:39.389 -07:00,"at=info method=GET path=""/m2/q1labs/vis_upgrade_encryptor/7.2.8.team-cobra.20160617190434/vis_upgrade_encryptor-7.2.8.team-cobra.20160617190434.jar"" host=plugins.gradle.org request_id=9852ca4e-9462-44b6-be9b-34ea84dfb589 fwd=""32.97.110.58,172.68.35.113"" dyno=web.1 connect=0ms service=9ms status=303 bytes=240",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.166.122.243,303,9,
2016-06-17 12:21:39.130 -07:00,"at=info method=GET path=""/m2/com/google/android/gms/play-services-auth/9.0.2/play-services-auth-9.0.2.jar"" host=plugins.gradle.org request_id=64de4bc8-ad0c-4fd9-91ba-e05e4fb6bd2c fwd=""204.15.175.66,162.158.146.116"" dyno=web.1 connect=0ms service=1ms status=303 bytes=198",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.162.218.33,303,1,
2016-06-17 12:21:38.944 -07:00,"at=info method=GET path=""/m2/org/apache/httpcomponents/httpclient/4.3.6/httpclient-4.3.6.jar"" host=plugins.gradle.org request_id=6eef21ea-afd7-4ea5-9316-fb8628412223 fwd=""152.237.73.204,172.68.29.90"" dyno=web.1 connect=0ms service=2ms status=303 bytes=185",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.235.12.116,303,2,
2016-06-17 12:21:38.897 -07:00,"at=info method=GET path=""/m2/oracle/fmw/infra/dms/12.1.3.0.0/dms-12.1.3.0.0.jar"" host=plugins.gradle.org request_id=073b62ec-fcfb-4692-91c7-105cbdea7e8b fwd=""104.192.142.149,173.245.54.242"" dyno=web.1 connect=15ms service=21ms status=303 bytes=172",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.198.25.205,303,21,
2016-06-17 12:21:38.733 -07:00,"at=info method=GET path=""/m2/org/apache/tomcat/tomcat-jdbc/8.0.32/tomcat-jdbc-8.0.32-xom.jar"" host=plugins.gradle.org request_id=822a91f7-ad4e-4113-9504-9a45f1eaaa04 fwd=""104.192.142.149,173.245.54.247"" dyno=web.1 connect=0ms service=3ms status=303 bytes=185",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.146.239.138,303,3,
2016-06-17 12:21:38.270 -07:00,"at=info method=GET path=""/m2/com/android/support/leanback-v17/23.1.1/leanback-v17-23.1.1.jar"" host=plugins.gradle.org request_id=1f954539-6bc7-4bc1-915f-4be5e5a4d305 fwd=""104.198.214.13,108.162.216.205"" dyno=web.1 connect=2ms service=2ms status=303 bytes=185",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.90.64.30,303,2,
2016-06-17 12:21:38.204 -07:00,"at=info method=GET path=""/m2/ir/asta/wise/wise-core-webapp/7.1.0.WS/wise-core-webapp-7.1.0.WS-sources.jar"" host=plugins.gradle.org request_id=74db8bc1-d29f-483f-994f-6c4f601b752f fwd=""104.192.142.149,173.245.54.235"" dyno=web.1 connect=0ms service=2ms status=303 bytes=198",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.159.120.5,303,2,
2016-06-17 12:21:37.762 -07:00,"at=info method=GET path=""/m2/org/apache/curator/curator-framework/2.7.1/curator-framework-2.7.1-javadoc.jar"" host=plugins.gradle.org request_id=cd3cb4ec-1f18-4281-bc70-f30a0c689793 fwd=""8.18.111.122,108.162.215.54"" dyno=web.1 connect=0ms service=2ms status=303 bytes=200",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.226.66.196,303,2,
2016-06-17 12:21:37.448 -07:00,"at=info method=GET path=""/m2/com/google/firebase/firebase-core/9.0.2/firebase-core-9.0.2.jar"" host=plugins.gradle.org request_id=a306becb-945c-4cb2-8243-7047bcc8669b fwd=""204.15.175.66,162.158.147.117"" dyno=web.1 connect=1ms service=3ms status=303 bytes=185",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,50.17.93.192,303,3,
2016-06-17 12:21:37.143 -07:00,"at=info method=GET path=""/m2/com/palantir/degen/epoch/degen-epoch-http-client/0.2.9-dev.30+gc54f693.b29/degen-epoch-http-client-0.2.9-dev.30+gc54f693.b29.jar"" host=plugins.gradle.org request_id=62a8c47a-4034-4faa-8d8e-9d02b58cde52 fwd=""52.73.248.99,173.245.54.52"" dyno=web.1 connect=3ms service=3ms status=303 bytes=250",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.146.239.138,303,3,
2016-06-17 12:21:37.074 -07:00,"at=info method=GET path=""/m2/org/sonarqube/gradle/gradle-sonarqube-plugin/1.1/gradle-sonarqube-plugin-1.1.jar"" host=plugins.gradle.org request_id=06a8a8d7-db1a-495c-afc0-0f06ed4b9314 fwd=""88.196.254.174,141.101.81.97"" dyno=web.1 connect=0ms service=2ms status=303 bytes=283",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.196.225.223,303,2,
2016-06-17 12:21:36.691 -07:00,"at=info method=GET path=""/m2/com/dell/enterprise/gradle/plugins/warplugin/0.0.51-SNAPSHOT/warplugin-0.0.51-20160404.192400-2-sources.jar"" host=plugins.gradle.org request_id=79a5d943-ffa1-4e59-975e-459d4ca0b2d3 fwd=""143.166.226.121,173.245.50.213"" dyno=web.1 connect=2ms service=2ms status=303 bytes=229",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.234.58.196,303,2,
2016-06-17 12:21:36.248 -07:00,"at=info method=GET path=""/m2/com/dell/enterprise/gradle/plugins/licenseplugin/0.0.51-SNAPSHOT/licenseplugin-0.0.51-20160404.192400-2-sources.jar"" host=plugins.gradle.org request_id=fd96af36-02a6-420b-8e22-55e980e84a78 fwd=""143.166.226.121,108.162.221.188"" dyno=web.1 connect=1ms service=2ms status=303 bytes=237",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.234.58.196,303,2,
2016-06-17 12:21:36.103 -07:00,"at=info method=GET path=""/m2/com/googlecode/javaewah/JavaEWAH/0.7.9/JavaEWAH-0.7.9.jar"" host=plugins.gradle.org request_id=90f5e035-0ba3-4e2f-81bb-c7075366ae2d fwd=""152.237.73.204,172.68.29.31"" dyno=web.1 connect=0ms service=1ms status=303 bytes=179",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.144.224.187,303,1,
2016-06-17 12:21:34.763 -07:00,"at=info method=GET path=""/m2/com/walgreens/RAPComponents_Prod/2.23.0/RAPComponents_Prod-2.23.0-javadoc.jar"" host=plugins.gradle.org request_id=bc817bcc-1d82-4185-be74-d5ea427849c7 fwd=""104.192.142.149,173.245.54.241"" dyno=web.1 connect=1ms service=5ms status=303 bytes=199",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.225.22.131,303,5,
2016-06-17 12:21:34.580 -07:00,"at=info method=GET path=""/m2/com/jcraft/jsch/0.1.53/jsch-0.1.53.jar"" host=plugins.gradle.org request_id=05a768d9-c2b1-4602-a4fe-15f6d1010684 fwd=""152.237.73.204,172.68.29.25"" dyno=web.1 connect=0ms service=1ms status=303 bytes=160",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,23.20.205.98,303,1,
2016-06-17 12:21:34.315 -07:00,"at=info method=GET path=""/m2/org/apache/tomcat/tomcat-jdbc/8.0.32/tomcat-jdbc-8.0.32-sql.jar"" host=plugins.gradle.org request_id=967bc306-5abb-4d29-9cf3-574ce1122542 fwd=""104.192.142.149,173.245.63.204"" dyno=web.1 connect=0ms service=2ms status=303 bytes=185",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.234.158.22,303,2,
2016-06-17 12:21:34.215 -07:00,"at=info method=GET path=""/m2/org/grails/plugins/geb/1.0.1/geb-1.0.1-sources.jar"" host=plugins.gradle.org request_id=f78f2c28-9c17-4fc1-a9ab-0bbd0b70e397 fwd=""104.192.142.149,173.245.54.247"" dyno=web.1 connect=0ms service=4ms status=303 bytes=172",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.162.61.106,303,4,
2016-06-17 12:21:33.789 -07:00,"at=info method=GET path=""/m2/com/walgreens/RAPComponents_Prod/2.23.0/RAPComponents_Prod-2.23.0-src.jar"" host=plugins.gradle.org request_id=eecaffae-da12-4814-b833-0482eced8193 fwd=""104.192.142.150,173.245.54.62"" dyno=web.1 connect=0ms service=2ms status=303 bytes=195",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.90.64.30,303,2,
2016-06-17 12:21:33.440 -07:00,"at=info method=GET path=""/m2/com/palantir/degen/epoch/degen-epoch-thrift-client/0.2.9-dev.30+gc54f693.b29/degen-epoch-thrift-client-0.2.9-dev.30+gc54f693.b29.jar"" host=plugins.gradle.org request_id=d19cc58f-7638-46a3-b07d-633d7dce5de9 fwd=""206.188.26.40,162.158.255.224"" dyno=web.1 connect=1ms service=2ms status=303 bytes=254",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,50.16.52.195,303,2,
2016-06-17 12:21:33.038 -07:00,"at=info method=GET path=""/m2/com/sap/core/messaging/messaging.commons/1.0.3/messaging.commons-1.0.3.jar"" host=plugins.gradle.org request_id=ab6465f4-653c-47ac-b2be-f94c3d206955 fwd=""104.192.142.150,173.245.54.53"" dyno=web.1 connect=0ms service=2ms status=303 bytes=196",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.162.121.1,303,2,
2016-06-17 12:21:33.000 -07:00,"at=info method=GET path=""/m2/com/android/support/multidex/1.0.1/multidex-1.0.1.jar"" host=plugins.gradle.org request_id=04bb99b0-89fd-40c0-b226-615f0b44d05b fwd=""204.15.175.66,162.158.146.130"" dyno=web.1 connect=0ms service=1ms status=303 bytes=175",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.234.158.22,303,1,
2016-06-17 12:21:32.864 -07:00,"at=info method=GET path=""/m2/com/walgreens/RAPComponents_Prod/2.23.0/RAPComponents_Prod-2.23.0-sources.jar"" host=plugins.gradle.org request_id=c4460ffa-5b9e-4a6f-829a-fd7d6b7d1f83 fwd=""104.192.142.150,173.245.54.77"" dyno=web.1 connect=0ms service=2ms status=303 bytes=199",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,50.16.52.195,303,2,
2016-06-17 12:21:32.775 -07:00,"at=info method=GET path=""/m2/com/google/guava/guava/19.0/guava-19.0.jar"" host=plugins.gradle.org request_id=4fc837de-b46a-405e-a8cd-3b4d903e458b fwd=""152.237.73.204,172.68.29.59"" dyno=web.1 connect=1ms service=3ms status=303 bytes=164",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.91.68.241,303,3,
2016-06-17 12:21:32.637 -07:00,"at=info method=GET path=""/jms/jms/1.1/jms-1.1.jar"" host=plugins.gradle.org request_id=118bbdf3-a2ce-424e-98c2-7f312453927e fwd=""17.131.233.125,199.27.133.194"" dyno=web.1 connect=1ms service=2ms status=404 bytes=6528",['gradle-prod-plugins'],Informational,router,158,host,local use 3,heroku,"['syslog', 'Heroku service time', 'Heroku HTTP status']",application/logplex-1,54.146.239.138,404,2,
